rank,uri,artist_names,artist_names_1,artist_names_2,artist_names_3,artist_names_4,artist_names_5,artist_names_6,artist_names_7,artist_names_8,artist_names_9,artist_names_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,season,month,week
6,spotify:track:2gwkD6igEhQbDQegRCcdoB,DaBaby,DaBaby,,,,,,,,,,Suge,South Coast Music Group/Interscope Records,4,4,12,7169227,Spring ,June,37
7,spotify:track:5qmq61DAAOUaW8AUo8xKhh,Lizzo,Lizzo,,,,,,,,,,Truth Hurts,Nice Life/Atlantic,5,5,9,7115427,Spring ,June,37
8,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,"Young Thug, J. Cole, Travis Scott",Young Thug,J. Cole,Travis Scott,,,,,,,,The London (feat. J. Cole & Travis Scott),300 Entertainment/Atl,1,3,4,7020693,Spring ,June,37
9,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,"Ed Sheeran, Justin Bieber",Ed Sheeran,Justin Bieber,,,,,,,,,I Don't Care (with Justin Bieber),Atlantic Records UK,1,7,6,6842551,Spring ,June,37
10,spotify:track:5hVghJ4KaYES3BFUATCYn0,"Tyler, The Creator",Tyler,The Creator,,,,,,,,,EARFQUAKE,Columbia,1,6,5,6616116,Spring ,June,37
11,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone, Swae Lee",Post Malone,Swae Lee,,,,,,,,,Sunflower - Spider-Man: Into the Spider-Verse,Universal Records,1,9,35,6427013,Spring ,June,37
12,spotify:track:6uFn47ACjqYkc0jADwEdj1,"Polo G, Lil Tjay",Polo G,Lil Tjay,,,,,,,,,Pop Out (feat. Lil Tjay),Columbia,8,8,13,6420485,Spring ,June,37
13,spotify:track:1xbtojAZsQjOgiGdGX6ChU,Lil Tecca,Lil Tecca,,,,,,,,,,Ransom,Republic Records,13,19,4,6412874,Spring ,June,37
14,spotify:track:6TqXcAFInzjp0bODyvrWEq,"Khalid, Disclosure",Khalid,Disclosure,,,,,,,,,Talk (feat. Disclosure),"Right Hand Music Group, LLC/RCA Records",6,13,19,5455818,Spring ,June,37
15,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Katy Perry,,,,,,,,,,Never Really Over,Capitol Records,10,20,3,5095334,Spring ,June,37
16,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J. Cole,J. Cole,,,,,,,,,,MIDDLE CHILD,"Dreamville, Inc., Under exclusive license to Roc Nation Records",1,15,22,4972421,Spring ,June,37
17,spotify:track:6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,Shawn Mendes,,,,,,,,,,If I Can't Have You,Island Records,4,14,7,4895205,Spring ,June,37
18,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Jonas Brothers,,,,,,,,,,Sucker,Jonas Brothers Recording,1,10,16,4884498,Spring ,June,37
19,spotify:track:3xaugmCyXrVkrDTXbFkMW3,Joji,Joji,,,,,,,,,,Sanctuary,88rising Music/Warner Records,19,-1,1,4882692,Spring ,June,37
20,spotify:track:1kK6DwzyXJSp58u5HYWwuD,"YG, Tyga, Jon Z",YG,Tyga,Jon Z,,,,,,,,"Go Loko (feat. Tyga, Jon Z)",Def Jam Recordings,17,17,7,4820374,Spring ,June,37
21,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Post Malone,Post Malone,,,,,,,,,,Wow.,Republic Records,2,16,26,4722355,Spring ,June,37
22,spotify:track:3XiNC94b4Tq1xwv70sQJGN,Lil Uzi Vert,Lil Uzi Vert,,,,,,,,,,Sanguine Paradise,Generation Now/Atlantic,6,21,11,4333714,Spring ,June,37
23,spotify:track:1wJRveJZLSb1rjhnUHQiv6,"A Boogie Wit da Hoodie, 6ix9ine",A Boogie Wit da Hoodie,6ix9ine,,,,,,,,,Swervin (feat. 6ix9ine),Highbridge the Label / Atlantic Records,7,22,26,4210569,Spring ,June,37
24,spotify:track:3kCwyvhvVTyehIzYN2I0nF,Drake,Drake,,,,,,,,,,Omerta,Republic Records,24,-1,1,4196435,Spring ,June,37
25,spotify:track:0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Jonas Brothers,,,,,,,,,,Only Human,Jonas Brothers Recording,12,12,2,4125518,Spring ,June,37
26,spotify:track:05CwHjIk71RXVU40boRMnR,"The Chainsmokers, Bebe Rexha",The Chainsmokers,Bebe Rexha,,,,,,,,,Call You Mine,Disruptor Records/Columbia,26,28,3,3941116,Spring ,June,37
27,spotify:track:63cd4JkwGgYJrbOizbfmsp,"Mustard, Migos",Mustard,Migos,,,,,,,,,Pure Water (with Migos),10 Summers Records/Interscope Records,13,26,22,3904502,Spring ,June,37
28,spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,Billie Eilish,,,,,,,,,,when the party's over,Darkroom/Interscope Records,5,27,36,3889080,Spring ,June,37
29,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Lil Nas X,,,,,,,,,,Old Town Road,Columbia,2,23,16,3868266,Spring ,June,37
30,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,Ariana Grande,,,,,,,,,,7 rings,Republic Records,1,24,22,3848336,Spring ,June,37
31,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,"Meek Mill, Drake",Meek Mill,Drake,,,,,,,,,Going Bad (feat. Drake),MMG/Atlantic,2,25,29,3838097,Spring ,June,37
32,spotify:track:4eqrNsKy9Mvg1fvfsTVIAE,"Dreamville, JID, Bas, J. Cole, EARTHGANG, Young Nudy",Dreamville,JID,Bas,J. Cole,EARTHGANG,Young Nudy,,,,,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville/Interscope Records,32,-1,1,3729611,Spring ,June,37
33,spotify:track:543bCW2ruMPmxUBWirQ3MR,"Ed Sheeran, Chance the Rapper, PnB Rock",Ed Sheeran,Chance the Rapper,PnB Rock,,,,,,,,Cross Me (feat. Chance the Rapper & PnB Rock),Atlantic Records UK,11,30,4,3510571,Spring ,June,37
34,spotify:track:7rvyVWja33WG9R97oeJAjx,Calboy,Calboy,,,,,,,,,,Envy Me,Polo Grounds Music/RCA Records,22,29,25,3503377,Spring ,June,37
35,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,YNW Melly,,,,,,,,,,Murder On My Mind,P2018,4,31,39,3482937,Spring ,June,37
36,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Lil Baby,Gunna,,,,,,,,,Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,32,40,3455418,Spring ,June,37
37,spotify:track:7Feaw9WAEREY0DUOSXJLOM,"Martin Garrix, Macklemore, Fall Out Boy",Martin Garrix,Macklemore,Fall Out Boy,,,,,,,,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Epic Amsterdam,31,38,8,3413377,Spring ,June,37
38,spotify:track:4MsUsFfWseB9M2plGJyuIw,"Taylor Swift, Brendon Urie, Panic! At The Disco",Taylor Swift,Brendon Urie,Panic! At The Disco,,,,,,,,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1,52,8,3351587,Spring ,June,37
39,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,Billie Eilish,,,,,,,,,,bury a friend,Darkroom/Interscope Records,3,35,21,3350854,Spring ,June,37
40,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Avicii,,,,,,,,,,Heaven,Universal Music AB,18,18,2,3218125,Spring ,June,37
41,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Khalid,,,,,,,,,,Better,"Right Hand Music Group, LLC/RCA Records",9,43,40,3203961,Spring ,June,37
42,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",Billie Eilish,Khalid,,,,,,,,,lovely (with Khalid),Darkroom,24,46,61,3188270,Spring ,June,37
43,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Bad Bunny,Tainy,,,,,,,,,Callaita,Rimas Entertainment LLC,41,41,3,3172826,Spring ,June,37
44,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Juice WRLD,,,,,,,,,,Robbery,Grade A Productions/Interscope Records,3,36,18,3164101,Spring ,June,37
45,spotify:track:7FGq80cy8juXBCD2nrqdWU,"benny blanco, Halsey, Khalid",benny blanco,Halsey,Khalid,,,,,,,,Eastside (with Halsey & Khalid),Friends Keep Secrets/Interscope Records,10,44,49,3101737,Spring ,June,37
46,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Juice WRLD,,,,,,,,,,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,45,59,3093134,Spring ,June,37
47,spotify:track:6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Ali Gatie,,,,,,,,,,It's You,Warner Records,47,-1,1,3093003,Spring ,June,37
48,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Marshmello,Bastille,,,,,,,,,Happier,Astralwerks,8,50,44,3090008,Spring ,June,37
49,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,Travis Scott,,,,,,,,,,SICKO MODE,Cactus Jack / Epic / Grand Hustle,1,47,46,3071186,Spring ,June,37
50,spotify:track:4dAMdQ6g4kGmnc1MDHsg77,NLE Choppa,NLE Choppa,,,,,,,,,,Shotta Flow,No Love Entertainment,46,49,14,3042588,Spring ,June,37
51,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Miley Cyrus,,,,,,,,,,Mother's Daughter,RCA Records Label,13,34,3,2958969,Spring ,June,37
52,spotify:track:12iDo4Kdw9vA2X1lN3UTVu,"Bazzi, 21 Savage",Bazzi,21 Savage,,,,,,,,,Focus (feat. 21 Savage),iamcosmic,52,-1,1,2948156,Spring ,June,37
53,spotify:track:7njKgVl3AnLflRad38o7AG,Bazzi,Bazzi,,,,,,,,,,Paradise,iamcosmic,20,42,11,2875438,Spring ,June,37
54,spotify:track:59ywHNwwchG4nZJMLyxSzd,"Offset, Cardi B",Offset,Cardi B,,,,,,,,,Clout (feat. Cardi B),Quality Control Music/Motown Records,46,63,10,2844800,Spring ,June,37
55,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Lewis Capaldi,,,,,,,,,,Someone You Loved,Vertigo Berlin,34,37,8,2815607,Spring ,June,37
56,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,Billie Eilish,,,,,,,,,,wish you were gay,Darkroom/Interscope Records,3,54,16,2800957,Spring ,June,37
57,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,A Boogie Wit da Hoodie,,,,,,,,,,Look Back at It,Highbridge the Label / Atlantic Records,9,55,28,2800791,Spring ,June,37
58,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,XXXTENTACION,,,,,,,,,,SAD!,"Bad Vibes Forever, LLC",1,72,68,2785286,Spring ,June,37
59,spotify:track:2MuMD298IpYqKF367wegUd,"Logic, Eminem",Logic,Eminem,,,,,,,,,Homicide (feat. Eminem),Def Jam Recordings,1,48,7,2739995,Spring ,June,37
60,spotify:track:6vWEAOUSxohKxhp0K1BsxL,"YNW Melly, Kanye West",YNW Melly,Kanye West,,,,,,,,,Mixed Personalities (feat. Kanye West),P2019,12,53,22,2729279,Spring ,June,37
61,spotify:track:7f1zjZG77S891Uv4O68yfk,"DaBaby, Offset",DaBaby,Offset,,,,,,,,,Baby Sitter (feat. Offset),South Coast Music Group/Interscope Records,61,61,6,2724477,Spring ,June,37
62,spotify:track:2t8yVaLvJ0RenpXUIAC52d,21 Savage,21 Savage,,,,,,,,,,a lot,"Slaughter Gang, LLC/Epic Records",7,56,26,2716582,Spring ,June,37
63,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Halsey,,,,,,,,,,Without Me,Capitol Records,5,62,37,2677956,Spring ,June,37
64,spotify:track:36TO60sxDduIsO3xH8IcUh,"Joyner Lucas, Logic",Joyner Lucas,Logic,,,,,,,,,Isis,Twenty Nine Music Group (Joyner Lucas),14,39,4,2673858,Spring ,June,37
65,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,Ariana Grande,,,,,,,,,,"thank u, next",Republic Records,1,68,33,2672503,Spring ,June,37
66,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,Ariana Grande,,,,,,,,,,"break up with your girlfriend, i'm bored",Republic Records,1,65,19,2621368,Spring ,June,37
67,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Post Malone,,,,,,,,,,Better Now,Republic Records,1,69,60,2562127,Spring ,June,37
68,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Sam Smith,Normani,,,,,,,,,Dancing With A Stranger (with Normani),Capitol,12,67,23,2554410,Spring ,June,37
69,spotify:track:5rU6kDNXZLXIinFezpbWbO,"NAV, Meek Mill",NAV,Meek Mill,,,,,,,,,Tap (feat. Meek Mill),"XO Records, LLC and Republic Records",69,91,8,2499050,Spring ,June,37
70,spotify:track:1ThmUihH9dF8EV08ku5AXN,Ski Mask The Slump God,Ski Mask The Slump God,,,,,,,,,,Faucet Failure,Republic Records,27,70,28,2471418,Spring ,June,37
71,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,"Sech, Darell",Sech,Darell,,,,,,,,,Otro Trago,Rich Music/Ingrooves Records,71,85,5,2469668,Spring ,June,37
72,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",Post Malone,21 Savage,,,,,,,,,rockstar (feat. 21 Savage),Republic Records,1,73,92,2462360,Spring ,June,37
73,spotify:track:2x0RZdkZcD8QRI53XT4GI5,"Avicii, Aloe Blacc",Avicii,Aloe Blacc,,,,,,,,,SOS (feat. Aloe Blacc),Universal Music AB,11,33,10,2448785,Spring ,June,37
74,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,5 Seconds of Summer,,,,,,,,,,Easier,5 Seconds Of Summer/Interscope,22,40,4,2434932,Spring ,June,37
75,spotify:track:340UVheS8z3ncW9TTUhAbc,Halsey,Halsey,,,,,,,,,,Nightmare,Capitol Records,10,58,5,2433328,Spring ,June,37
76,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,XXXTENTACION,,,,,,,,,,Moonlight,"Bad Vibes Forever, LLC",3,92,66,2399382,Spring ,June,37
77,spotify:track:1c0hsvHLELX6y8qymnpLKL,"Lunay, Daddy Yankee, Bad Bunny",Lunay,Daddy Yankee,Bad Bunny,,,,,,,,Soltera - Remix,La Familia,60,74,6,2398463,Spring ,June,37
78,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Morgan Wallen,,,,,,,,,,Whiskey Glasses,Big Loud Records,66,66,14,2383264,Spring ,June,37
79,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,XXXTENTACION,,,,,,,,,,Jocelyn Flores,Bad Vibes Forever / EMPIRE,3,99,95,2364864,Spring ,June,37
80,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Panic! At The Disco,,,,,,,,,,High Hopes,DCD2 / Fueled By Ramen,13,78,53,2345603,Spring ,June,37
81,spotify:track:7COXchtUOMd6uIT6HvmRaI,"Lauv, Troye Sivan",Lauv,Troye Sivan,,,,,,,,,i'm so tired...,Lauv,23,81,21,2299311,Spring ,June,37
82,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Lady Gaga,Bradley Cooper,,,,,,,,,Shallow,A Star is Born OST,10,86,38,2293065,Spring ,June,37
83,spotify:track:5eDvChP4WAPPrtaQeI9MhT,Luke Combs,Luke Combs,,,,,,,,,,Beer Never Broke My Heart,River House Artists/Columbia Nashville,51,51,6,2287024,Spring ,June,37
84,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",Kodak Black,Offset,Travis Scott,,,,,,,,ZEZE (feat. Travis Scott & Offset),Atlantic Records,1,90,36,2279197,Spring ,June,37
85,spotify:track:3A2yGHWIzmGEIolwonU69h,City Girls,City Girls,,,,,,,,,,Act Up,Quality Control Music/Motown Records,66,79,16,2264057,Spring ,June,37
86,spotify:track:3WyRgi8CzQnhzO0xw79tTS,DaBaby,DaBaby,,,,,,,,,,Goin Baby,South Coast Music Group/Interscope Records,67,88,9,2244906,Spring ,June,37
87,spotify:track:0mjAU3yKR1QnXnHtjGJqTM,OneRepublic,OneRepublic,,,,,,,,,,Rescue Me,Mosley Music/Interscope Records,66,71,5,2236137,Spring ,June,37
88,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Luke Combs,,,,,,,,,,Beautiful Crazy,River House Artists/Columbia Nashville,61,77,51,2234539,Spring ,June,37
89,spotify:track:3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,Billie Eilish,,,,,,,,,,you should see me in a crown,Darkroom/Interscope Records,11,89,34,2213021,Spring ,June,37
90,spotify:track:0rKtyWc8bvkriBthvHKY8d,Joji,Joji,,,,,,,,,,SLOW DANCING IN THE DARK,88rising Music/Warner Records,29,138,39,2190500,Spring ,June,37
91,spotify:track:2toVe5hfuIi97ytDPDbQFt,"Tyga, Offset",Tyga,Offset,,,,,,,,,Taste (feat. Offset),Last Kings Music / EMPIRE,4,87,57,2188781,Spring ,June,37
92,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,"DJ Snake, J Balvin, Tyga",DJ Snake,J Balvin,Tyga,,,,,,,,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake Music Productions Limited,92,-1,1,2187903,Spring ,June,37
93,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,Lil Skies,Lil Skies,,,,,,,,,,I,All We Got Ent.,16,84,16,2183802,Spring ,June,37
94,spotify:track:25sgk305KZfyuqVBQIahim,Ava Max,Ava Max,,,,,,,,,,Sweet but Psycho,Atlantic Records,36,83,37,2161488,Spring ,June,37
95,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Drake,,,,,,,,,,Nonstop,Cash Money/Drake LP6,1,124,51,2154988,Spring ,June,37
96,spotify:track:5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Daddy Yankee,Snow,,,,,,,,,Con Calma,El Cartel Records (EC3),45,82,19,2151140,Spring ,June,37
97,spotify:track:6dPyzkyZwoj9LqjQXOFdVv,Cardi B,Cardi B,,,,,,,,,,Press,Atlantic/KSR,15,60,3,2135243,Spring ,June,37
98,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Khalid,,,,,,,,,,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",14,96,34,2111017,Spring ,June,37
99,spotify:track:5dW1VZPcFqB4n0P08rGDgm,Blanco Brown,Blanco Brown,,,,,,,,,,The Git Up,Broken Bow Records,99,-1,1,2099988,Spring ,June,37
100,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,"MAX, Quinn XCII",MAX,Quinn XCII,,,,,,,,,Love Me Less (feat. Quinn XCII),Colour Vision Records/Sony Music Entertainment,68,98,7,2086997,Spring ,June,37
101,spotify:track:22oEJW6r2rMb9z4IntfyEa,Panic! At The Disco,Panic! At The Disco,,,,,,,,,,"Hey Look Ma, I Made It",DCD2 / Fueled By Ramen,67,113,10,2040686,Spring ,June,37
102,spotify:track:0k664IuFwVP557Gnx7RhIl,Lizzo,Lizzo,,,,,,,,,,Juice,Nice Life/Atlantic,71,108,9,2025557,Spring ,June,37
103,spotify:track:2Jh3UqxnHJMyzMzku4uOtE,Juice WRLD,Juice WRLD,,,,,,,,,,Feeling,Grade A Productions/Interscope Records,55,127,12,2024478,Spring ,June,37
104,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,Billie Eilish,Billie Eilish,,,,,,,,,,my strange addiction,Darkroom/Interscope Records,10,103,12,2006757,Spring ,June,37
105,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",XXXTENTACION,Trippie Redd,,,,,,,,,Fuck Love (feat. Trippie Redd),Bad Vibes Forever / EMPIRE,8,155,95,2006387,Spring ,June,37
106,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Sheck Wes,,,,,,,,,,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,1,102,47,1999600,Spring ,June,37
107,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,5 Seconds of Summer,,,,,,,,,,Youngblood,Capitol,17,112,62,1999217,Spring ,June,37
108,spotify:track:3TpBefRZ1vFcOH6z57PQRI,"Bryce Vine, YG",Bryce Vine,YG,,,,,,,,,La La Land (feat. YG),Sire,108,140,3,1973042,Spring ,June,37
109,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,Billie Eilish,,,,,,,,,,ocean eyes,Darkroom,78,120,52,1958028,Spring ,June,37
110,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Dan + Shay,,,,,,,,,,Speechless,Warner Records,85,134,46,1946326,Spring ,June,37
111,spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",Cardi B,Bad Bunny,J Balvin,,,,,,,,I Like It,Atlantic/KSR,3,109,63,1943039,Spring ,June,37
112,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,Billie Eilish,,,,,,,,,,i love you,Darkroom/Interscope Records,17,110,12,1941408,Spring ,June,37
113,spotify:track:0yFvWTLs3iIwDbc91noXGT,"Chance the Rapper, TisaKorean, Murda Beatz",Chance the Rapper,TisaKorean,Murda Beatz,,,,,,,,GRoCERIES,Chance the Rapper,47,118,5,1936353,Spring ,June,37
114,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,Juice WRLD,,,,,,,,,,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,125,61,1935420,Spring ,June,37
115,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,Post Malone,,,,,,,,,,I Fall Apart,Universal Records,2,129,92,1932952,Spring ,June,37
116,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,"Gucci Mane, Bruno Mars, Kodak Black",Gucci Mane,Bruno Mars,Kodak Black,,,,,,,,Wake Up in the Sky,Guwop Enterprises/Atlantic,6,119,40,1930110,Spring ,June,37
117,spotify:track:4pCEIQ6wBVuaJdER5bALtO,Lil Uzi Vert,Lil Uzi Vert,,,,,,,,,,That's a Rack,Generation Now/Atlantic,41,101,10,1922015,Spring ,June,37
118,spotify:track:2KqJC0koTBUyDlsMt5ok1V,Thomas Rhett,Thomas Rhett,,,,,,,,,,Look What God Gave Her,The Valory Music Co.,70,94,7,1920071,Spring ,June,37
119,spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Juice WRLD,,,,,,,,,,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,9,114,32,1918649,Spring ,June,37
120,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,Blake Shelton,Blake Shelton,,,,,,,,,,God's Country,Warner Records,90,105,7,1910419,Spring ,June,37
121,spotify:track:4XiGKQqbmnMVxDzUj6j3f2,YK Osiris,YK Osiris,,,,,,,,,,Worth It,Def Jam Recordings,83,126,16,1909910,Spring ,June,37
122,spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Bebe Rexha,Florida Georgia Line,,,,,,,,,Meant to Be (feat. Florida Georgia Line),Warner Bros.,16,107,93,1896285,Spring ,June,37
123,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Flipp Dinero,,,,,,,,,,Leave Me Alone,Cinematic/Epic/We The Best,10,115,45,1890405,Spring ,June,37
124,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Drake,,,,,,,,,,God's Plan,Cash Money/Drake LP6,1,149,74,1879089,Spring ,June,37
125,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,Lauv,,,,,,,,,,I Like Me Better,Lauv,30,139,106,1878360,Spring ,June,37
126,spotify:track:5icOoE6VgqFKohjWWNp0Ac,"Marshmello, CHVRCHES",Marshmello,CHVRCHES,,,,,,,,,Here With Me,Marshmello/Republic,16,128,15,1870580,Spring ,June,37
127,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Queen,,,,,,,,,,Bohemian Rhapsody - Remastered 2011,Hollywood Records,42,143,34,1865080,Spring ,June,37
128,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Post Malone,Ty Dolla $ign,,,,,,,,,Psycho (feat. Ty Dolla $ign),Republic Records,2,141,69,1861113,Spring ,June,37
129,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Lil Baby,Drake,,,,,,,,,Yes Indeed,"Quality Control Music, LLC",2,135,58,1852859,Spring ,June,37
130,spotify:track:42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,,,,,,,,,,Tequila,Warner Records,60,132,66,1847684,Spring ,June,37
131,spotify:track:1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,Dominic Fike,,,,,,,,,,3 Nights,Columbia,49,146,12,1843935,Spring ,June,37
132,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,Lil Uzi Vert,,,,,,,,,,XO Tour Llif3,Generation Now/Atlantic,2,144,117,1839333,Spring ,June,37
133,spotify:track:6JQvHMSaR8flFsN53ypOfP,Lil Mosey,Lil Mosey,,,,,,,,,,Noticed,Mogul Vision/Interscope Records,20,145,44,1831435,Spring ,June,37
134,spotify:track:1HpzOCZbNWzxvvXfSGtSrX,"Mark Ronson, Camila Cabello",Mark Ronson,Camila Cabello,,,,,,,,,Find U Again (feat. Camila Cabello),Columbia,36,116,3,1831132,Spring ,June,37
135,spotify:track:5dLP5JbgWGZttnUv4NFJeg,"Marshmello, A Day To Remember",Marshmello,A Day To Remember,,,,,,,,,Rescue Me,Joytime Collective,135,-1,1,1822318,Spring ,June,37
136,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,Billie Eilish,,,,,,,,,,idontwannabeyouanymore,Darkroom,48,160,49,1809503,Spring ,June,37
137,spotify:track:116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",Bad Bunny,Drake,,,,,,,,,MIA (feat. Drake),OVO Sound/Warner Records,2,156,36,1806811,Spring ,June,37
138,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Dean Lewis,,,,,,,,,,Be Alright,Universal Music Australia Pty. Ltd.,31,152,47,1803328,Spring ,June,37
139,spotify:track:07rmSXN6vNoquX1AsWd9pP,"Y2K, bbno$",Y2K,bbno$,,,,,,,,,Lalala,Columbia,139,-1,1,1802964,Spring ,June,37
140,spotify:track:4QIo4oxwzzafcBWkKjDpXY,Billie Eilish,Billie Eilish,,,,,,,,,,xanny,Darkroom/Interscope Records,7,136,12,1791768,Spring ,June,37
141,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Post Malone,Quavo,,,,,,,,,Congratulations,Universal Records,5,151,130,1788102,Spring ,June,37
142,spotify:track:5KawlOMHjWeUjQtnuRs22c,"BTS, Halsey",BTS,Halsey,,,,,,,,,Boy With Luv (feat. Halsey),BIGHIT MUSIC,4,131,10,1780951,Spring ,June,37
143,spotify:track:56JyMaElW79S7TDWh1Zw1m,Ashley O,Ashley O,,,,,,,,,,On A Roll,RCA Records Label,143,-1,1,1760041,Spring ,June,37
